description	user	output	target
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.06770515441894531	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.44641268253326416	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9509357735514641	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9824206046760082	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.999970060065607	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.8484369367361069	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.007852137088775635	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.5243471562862396	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9999998590046886	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.35393208265304565	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.07290834188461304	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.04413360357284546	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.005154252052307129	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9823605362325907	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.6754255294799805	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9900024030357599	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.002883434295654297	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.990227242000401	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.2601003646850586	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.4495314955711365	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.005461275577545166	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.7406253516674042	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.003945112228393555	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.7421438694000244	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.041064679622650146	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.07530373334884644	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.7100968956947327	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.969956811517477	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.02670067548751831	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.99628767487593	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0002644658088684082	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9999999865672287	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9989878594642505	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.043591320514678955	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9953749706037343	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.039706408977508545	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9977812415454537	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.15365523099899292	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9999639905545337	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9879446420818567	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.6260237097740173	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9991046190261841	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9463920220732689	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.02326422929763794	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.5752725601196289	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.06673914194107056	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0005480647087097168	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0021944642066955566	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9719862155616283	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9979876582510769	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.978692676872015	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.14086657762527466	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.47075575590133667	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.002636730670928955	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9994169435813092	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0015435218811035156	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9999993243610561	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.2012120485305786	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.32554811239242554	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0014349818229675293	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.998069632682018	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9999802223137522	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9996619625599124	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9646192230284214	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.30734413862228394	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.005681812763214111	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.33418017625808716	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9998984565681894	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.6836191117763519	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.005340516567230225	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.00022715330123901367	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.12256205081939697	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.014333903789520264	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.010363519191741943	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.622259259223938	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.009002923965454102	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0043798089027404785	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9964374096598476	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0023548007011413574	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.999675470724469	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9415767192840576	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.055993080139160156	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.18625974655151367	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.45473092794418335	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9129059985280037	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9955779346637428	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.6791393458843231	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0010783672332763672	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9974054002668709	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9145050868391991	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.7641975432634354	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.001130521297454834	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.1866765022277832	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.21998518705368042	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9978608891833574	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9994914652779698	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9966611450072378	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.02026611566543579	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.01307302713394165	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.11893218755722046	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.3002992272377014	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.00098419189453125	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.06620389223098755	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.004383563995361328	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.015242457389831543	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9987951089860871	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0005173683166503906	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9872995894402266	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.1889040470123291	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.5272513031959534	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.12580448389053345	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.016356050968170166	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.11340343952178955	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.999873791297432	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9620699100196362	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9987148334039375	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.4202319383621216	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.009111404418945312	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0775875449180603	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.10123413801193237	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9042206555604935	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9785710535943508	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9381571747362614	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.953992947936058	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0005022287368774414	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.00873476266860962	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.003788590431213379	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.2324221134185791	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9923993432894349	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9997058182780165	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9926749956794083	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0012799501419067383	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9951000777073205	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.01464855670928955	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.013093888759613037	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.352774441242218	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.04512852430343628	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.12058532238006592	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.00917285680770874	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0036419034004211426	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0003437995910644531	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.8013408929109573	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.16199380159378052	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.7790099829435349	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9077910706400871	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.011644840240478516	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.5270975828170776	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9996080329583492	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9933642079122365	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.940658014267683	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0038719773292541504	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.05617755651473999	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0028739571571350098	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0007799863815307617	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9409863166511059	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0006885528564453125	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9867270877584815	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9963566104415804	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9790488835424185	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9986790934344754	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9999999860135178	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0006930828094482422	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9846438830718398	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0002968907356262207	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9998594402859453	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0005260109901428223	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.09736090898513794	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9672258868813515	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.001561582088470459	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.476543664932251	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.00023931264877319336	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.501943051815033	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9675772301852703	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.004296720027923584	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.01784217357635498	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.12648940086364746	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0101546049118042	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.6338745057582855	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9780865367501974	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.813189908862114	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.05539578199386597	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.01240837574005127	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9950860003009439	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9983359434409067	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.008320271968841553	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.16826176643371582	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.38610970973968506	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0010042786598205566	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.00018292665481567383	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.014494478702545166	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0005820989608764648	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.031975626945495605	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.04685807228088379	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9392862766981125	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.036367058753967285	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.04262751340866089	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.03904670476913452	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0003300905227661133	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9999443807973876	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.004539191722869873	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9937279070727527	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9927719114348292	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0002949833869934082	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9250917211174965	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.2877373695373535	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0015919804573059082	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.0033470988273620605	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9687496796250343	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9999167451824178	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.402987003326416	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.02285999059677124	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.932174064218998	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.9999529259330302	0
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.006987512111663818	1
yC._+_FullyC._-_scaledNumbers_=_[5]	1	0.004949390888214111	1
